"","SRR17255059","SRR17255046","SRR7907975","SRR17255087","SRR17255066","SRR17255045","SRR17255027","SRR17255092","SRR17255015","SRR17255057","SRR17255025","SRR17255080","SRR7907977","SRR17255085","SRR17255017","SRR17255011","SRR17255072","SRR17255078","SRR17255019","SRR17255034","SRR17255084","SRR17255077","SRR17255086","SRR17255024","SRR17255061","SRR17255033","SRR17255039","SRR17254988","SRR17254994","SRR17255082","SRR17255079","SRR17254985","SRR17255014","SRR7907967","SRR17255030","SRR17254982","SRR17254997","SRR17255021","SRR17255018","SRR17255065","SRR17255038","SRR17255076","SRR7907979","SRR17254984","SRR7907964","SRR17255042","SRR17255064","SRR17255050","SRR17255013","SRR17255055","SRR17254996","SRR17254990","SRR17255035","SRR17255004","SRR17255037","SRR17255031","SRR17255070","SRR17254987","SRR17255036","SRR17255029","SRR7907976","SRR17255067","SRR17255063","SRR17255051","SRR17255071","SRR17255041","SRR17255081","SRR17255008","SRR17255032","SRR17255073","SRR17255010","SRR17255090","SRR17254993","SRR17255040","SRR17255020","SRR17255083","SRR17255048","SRR17255060","SRR17255001","SRR17255091","SRR17255002","SRR17255062","SRR17255012","SRR7907981","SRR17255093","SRR17255054","SRR17255047","SRR17255069","SRR7907996","SRR17255009","SRR17255089","SRR7907978","SRR7907993","SRR7907989","SRR17255053","SRR17254986","SRR17255028","SRR7907968","SRR17255043","SRR17255056","SRR17255006","SRR7907985","SRR7907982","SRR7907963","SRR17255074","SRR7907998","SRR17255052","SRR17254981","SRR7907974","SRR17255026","SRR17255044","SRR17255016","SRR7907990","SRR17255088","SRR7907992","SRR7907991","SRR7907970","SRR7908002","SRR7907980","SRR17255003","SRR7907969","SRR17255005","SRR7907999","SRR17254995","SRR17255000","SRR7908001","SRR7907988","SRR17254983","SRR7907972","SRR17254989","SRR17254992","SRR7907994","SRR17255022","SRR7907965","SRR7907987","SRR7907983","SRR17255068","SRR7907966","SRR7907986","SRR7908000","SRR17255023","SRR7907971","SRR7907973","SRR7907997","SRR17255007","SRR17254998","SRR7907984","SRR17255075","SRR7907995","SRR17254999","SRR17255049","SRR17255058","SRR17254991","SRR17254980","SRR11092509","SRR16079612","SRR11092506","SRR16079611","SRR11092502","SRR16079619","SRR11092499","SRR16079613","SRR16079617","SRR11092512","SRR16079618"
"33069",15113,4178,1615,1032,767,1992,5460,3885,771,1236,1725,817,1370,1138,1048,623,1135,1093,1215,1252,1801,2251,1031,943,697,661,1093,730,1679,1867,884,865,435,1109,713,1013,1433,729,891,652,1280,934,953,2550,1164,1554,695,3199,712,595,1734,539,3414,639,976,557,651,569,594,806,879,526,739,1406,574,1349,486,396,1884,501,614,674,485,409,433,1005,601,450,435,579,441,1002,2922,1306,1753,751,859,598,1140,679,512,1115,1066,1182,1166,558,1605,1234,945,777,628,1045,1080,1175,502,1115,942,661,1029,1432,550,2289,1062,688,941,973,1108,1079,991,503,1134,474,1038,656,576,892,979,1039,1015,682,766,921,506,897,868,926,580,856,913,937,941,932,851,934,860,740,909,585,803,1573,507,550,470,632,225,210,291,207,237,262,235,197,234,237,172
"1325100",1119,1657,15100,3122,2417,1975,2857,3406,1420,3168,3736,2107,11460,2414,2469,2121,2166,3707,2987,2394,1943,2125,3155,3593,2379,2320,3072,2744,1667,1436,2702,2985,2033,9478,2549,4523,2090,1975,2729,1909,2000,3524,6632,2084,8452,2261,2699,1888,1918,1811,1386,1948,2258,2071,3193,1599,1638,2292,1564,2011,7361,1623,1707,1725,2185,1918,1623,1396,2052,2070,2209,3033,1699,1530,1764,3398,1817,1370,1356,1886,1511,1979,1435,9729,2137,1948,2059,2034,9605,2397,2092,8224,8254,8268,2004,1793,1642,10857,3223,1745,2530,7855,9272,8426,1992,7793,1631,1580,7290,1439,1903,1915,6944,3101,7536,7202,7715,7299,6562,1483,7050,1868,6907,1991,1469,6662,6524,2201,7464,1890,2290,6792,1685,5170,6745,6941,1827,5132,6349,7223,1459,7274,6884,6589,2164,1948,6172,2138,6247,1919,1900,1654,1470,2719,1199,1434,3180,1801,1739,1215,2632,1044,1933,1187,1154
"2938948",3464,4668,8980,13534,4329,4364,7789,5150,9438,8637,6505,4948,13048,5572,9818,6276,6916,10001,8737,4387,6455,4643,7967,4951,7111,5467,13756,8154,5632,6214,10883,6096,5331,4511,4946,6759,4270,6535,6507,8433,7232,10703,9698,4862,11423,7572,5196,5022,7950,5791,4530,5100,6155,6929,10803,8014,6292,4351,9091,4380,4766,4063,5595,6377,5129,7133,4757,3242,4155,3766,5256,4746,5525,3612,4500,13875,6442,3615,3677,6032,5623,7584,3370,14658,5467,4825,9441,6400,13768,10361,3586,10303,12698,12089,9139,6605,4256,5116,10338,4669,4533,12419,12619,11647,6513,15020,4636,3589,11576,4352,7402,3798,10826,4586,9558,9905,11334,11060,10320,8683,11256,4195,13368,5616,5838,4814,11363,3822,4203,8371,9164,10585,6163,7678,11022,10879,7532,7517,10401,12828,6035,3994,4836,12554,5700,5849,10695,7349,9797,6811,7364,8256,6301,6120,1407,1034,1945,1293,3939,1981,1697,960,1696,1806,948
"2777475",1459,2956,15007,5504,4809,4012,5837,6113,2975,5789,7386,4963,7662,3797,4897,3955,3420,7330,6218,4771,3077,4334,5919,8092,6268,5297,5471,6986,4314,2263,5060,6247,4625,9579,5968,4955,4228,3582,4799,3469,3537,6432,5359,3900,6322,3746,5227,3816,3640,3803,2459,4622,3829,4193,5224,2523,2787,4302,2580,4284,8012,3052,2784,3227,4887,3242,2737,3092,5245,3464,4842,3683,2928,3107,3343,5712,3770,2622,2711,3673,2901,3571,3642,6620,3678,4380,3427,3726,7169,4966,2411,6156,6899,5877,3437,3659,3414,10148,5176,3081,5530,5490,5796,6355,3808,6684,3061,2619,6130,2503,3360,4682,5129,3392,5439,5768,5987,6243,5955,2656,5966,3861,5926,3648,2338,8400,5192,2934,8641,3373,4092,5584,3175,4104,4990,4792,3155,4186,4738,5519,2827,8460,8333,5643,3289,3455,4795,4226,5224,3639,3759,3230,2494,3021,652,469,1684,591,672,425,1486,346,498,653,333
"1499686",14992,3781,618,1190,716,1531,5966,3934,1093,846,1446,1211,475,636,816,401,895,780,975,1190,1975,1974,1140,563,433,466,748,586,1370,1562,757,760,286,389,388,501,1310,606,738,601,1068,640,380,2654,440,1488,372,3058,590,379,1633,294,3757,477,626,397,561,379,330,621,350,550,581,1155,441,1083,323,367,1796,272,310,320,397,238,241,774,454,340,348,462,222,738,2442,472,1554,524,699,323,448,428,274,401,427,409,853,391,1456,441,581,542,326,393,465,363,347,434,773,677,413,1441,370,2162,461,381,370,333,424,322,376,303,431,343,379,500,429,351,379,858,340,434,478,393,346,301,375,341,328,305,353,394,796,334,341,370,645,547,334,389,293,1341,486,307,272,438,108,94,143,88,136,115,101,72,87,102,65
"1896164",2316,5413,4920,13965,8479,5944,7771,6961,7193,11374,7525,4868,4675,6006,10414,5839,5038,12765,8602,6361,6140,4997,14964,6610,7850,5274,11455,10150,4914,7225,11726,12040,4756,2530,4633,3557,4542,7046,11940,9113,7708,8100,2694,6300,3569,6150,5085,5091,8800,6710,4484,4327,6112,5686,10736,6406,8663,5007,6901,3850,2505,4803,6045,5396,5351,5551,5361,4469,5502,3829,4759,2347,5551,3827,4042,10293,5324,4505,4041,5258,4605,7019,4182,4831,5145,5903,9559,5620,4554,7796,1873,3463,4281,3471,8088,6540,5238,2932,10594,3603,4028,3508,4099,3463,7162,3975,4627,2695,3168,3915,8772,4797,3044,2463,3382,3340,3344,3004,2938,6179,3148,4557,3561,8079,5885,2638,3203,2204,2507,8663,8955,3397,6402,2510,3015,3478,8120,2361,3007,3295,6435,2487,2613,3344,4487,4093,3244,7580,3275,4797,5638,6306,4523,3051,409,242,780,301,811,471,476,221,453,665,211
"80865",1752,7439,5551,5205,5376,8453,14958,6727,4842,6523,4508,3504,4120,4520,6806,5412,7361,4170,7664,3860,5880,4224,4708,2782,3061,3639,6124,3264,5155,5989,5655,4481,2040,3183,3523,3186,2868,3843,4471,4503,4960,5408,2724,7330,3102,4997,4662,4169,4764,4679,7412,3218,5172,2852,6732,4968,5772,3769,5460,4174,2807,1579,5515,4894,3548,4636,3228,2009,4669,3114,3385,2247,2350,2186,2965,5597,3089,2937,2354,2450,2111,3629,2863,3963,5408,2948,5301,4342,3570,4081,1606,3504,3525,3325,4310,3068,3203,3628,5081,3974,2987,3368,3402,3086,3471,3348,2701,1288,3209,5097,3017,3309,2945,2491,2822,3081,3054,3224,2831,4084,3118,3432,3093,3766,4266,3056,2840,1681,3195,4131,5507,2929,2595,2646,2730,2968,3463,2555,2673,2851,5164,3083,2919,2831,3851,5401,2814,4702,2478,4954,2843,3372,2696,2155,1769,635,1654,713,1954,869,2158,557,895,2101,477
"2589903",1351,2910,14922,5278,4667,4010,5514,5768,2802,5547,7053,4796,6636,3544,4604,3972,3220,7332,5907,4628,2940,4174,5578,8001,5941,5147,5225,6801,4240,2167,4905,5768,4618,9066,5840,4744,4283,3472,4847,3270,3354,6153,4648,3815,5378,3555,4811,3463,3474,3701,2292,4644,3696,3958,5309,2424,2834,4033,2541,4138,7999,2920,2718,3194,4754,3125,2779,2856,4980,3304,4872,3523,2843,2892,3227,5461,3706,2614,2806,3384,2928,3431,3340,5660,3597,4432,3257,3772,6146,4711,2307,5247,5718,5039,3329,3701,3329,9765,4971,2934,5434,4732,4864,5370,3843,5748,2732,2390,5380,2438,3244,4363,4485,3174,4726,4872,5212,5349,5017,2613,5160,3834,5045,3274,2139,8142,4638,2936,8305,3365,3861,4815,3122,3549,4338,4118,3061,3556,3981,4823,2898,8113,8159,4778,3263,3308,4100,3953,4231,3474,3679,3029,2464,2858,661,358,2219,545,635,433,1436,283,454,617,306
"2918171",695,1273,14922,2062,1906,1384,2013,2664,813,2235,2992,1229,8709,2047,1788,1530,1515,2957,2163,1564,1385,1614,2212,2751,1654,1632,2125,1979,1150,900,2264,2253,1229,6953,1981,4523,1489,1372,2122,1422,1473,2664,5902,1516,7059,1708,2019,1315,1520,1230,1009,1388,1561,1451,2252,1173,1361,1706,1236,1532,7684,1259,1306,1316,1736,1506,1230,1126,1337,1689,1794,2869,1368,1144,1279,2224,1319,1078,988,1395,1097,1282,1155,7904,1666,1471,1457,1462,7575,1620,2051,7165,7265,7339,1395,1265,1319,7903,2403,1375,1830,6751,7010,6658,1362,6986,1155,1530,6418,1105,1317,1345,6737,3160,6250,6281,6623,6723,6527,1141,6405,1476,6502,1591,1124,8446,5843,2264,6933,1460,1832,5955,1194,5586,5658,5943,1489,5675,5532,6064,1189,6408,7707,6051,1688,1480,5806,1655,5326,1253,1122,1247,1217,2327,1110,1231,888,1365,1116,1301,1121,1076,1049,1038,919
"301",14920,2001,221,221,135,1488,3572,3090,701,312,886,7442,196,221,295,234,544,181,456,1219,969,1746,206,180,109,309,272,171,3894,1044,204,484,99,122,147,212,765,128,175,117,567,144,134,1433,198,1710,129,2830,115,126,1380,111,2447,204,240,118,176,207,78,348,112,103,212,612,121,578,93,53,870,83,97,228,153,72,82,192,143,178,122,92,63,385,2322,196,1282,217,245,145,205,96,141,178,174,149,453,1010,1067,121,175,326,115,153,194,161,112,163,427,128,140,775,102,1210,172,177,162,131,151,147,172,77,175,158,145,204,198,141,138,157,144,1053,104,136,137,149,138,137,83,162,141,141,562,110,97,153,320,347,152,119,117,788,1231,76,67,139,41,27,36,38,39,25,32,33,23,52,20
"85085",477,3261,2739,6898,3349,7285,3019,5058,1851,12891,5923,3028,711,1795,3629,4738,2476,5328,3345,3941,2526,3824,3871,10322,3647,5892,5994,10525,4045,1954,4987,6693,4831,1387,5321,1019,3625,2945,4130,3704,1872,7897,479,2309,509,2949,4896,3719,1867,3871,1057,4296,1569,2557,4118,1833,1694,2287,2491,2306,1487,1741,2076,3028,4653,2323,1117,2247,3489,2345,3117,672,2569,2160,3060,5486,3293,3116,2398,2375,3401,2453,2622,683,2587,4107,2401,2616,628,14831,1567,596,658,581,5335,2619,2058,1443,4588,4507,5015,598,545,567,2853,531,2313,1135,545,1729,1765,4468,554,537,510,555,551,490,510,2241,520,1606,532,2028,1532,1558,531,564,1254,3349,3691,531,2284,521,478,502,4598,465,551,450,2586,1168,1429,502,2397,1698,474,3155,441,3830,4433,2674,2125,1242,245,179,309,189,192,264,208,167,328,147,161
"1858609",496,7734,1225,3279,3793,7438,14812,4620,2715,4707,2320,2683,922,2764,5051,3965,4508,1945,5990,1924,3746,3075,2804,759,1730,2010,4477,1693,3438,3316,4246,2797,964,687,2070,760,1858,2494,3176,3159,3790,3059,601,6036,604,4578,3274,3156,3280,3623,7619,2024,3022,1423,4647,3239,4775,2487,4205,2846,630,576,3569,3456,2470,3169,2209,1111,2984,1873,2149,548,986,1161,2006,3674,1925,2177,1790,1159,1001,1864,1957,772,5165,1680,4001,3666,698,2437,360,594,657,652,2904,1704,1902,763,2861,2735,1513,630,712,563,2123,637,1582,387,623,4533,1796,2256,567,596,547,560,606,594,543,2664,550,2414,634,2598,3567,655,592,498,700,2249,3944,588,1381,508,559,575,2153,577,484,571,4253,595,696,602,2329,4199,578,3269,517,4046,1506,2197,1554,473,848,116,852,106,1015,175,814,85,182,588,79
"155892",3850,4862,10568,13955,8168,6270,8849,9391,6706,11296,10071,4827,8227,6758,9715,7504,5893,10879,9892,6113,6671,6247,12372,6988,6589,6285,12687,8460,5135,7691,10006,8857,5650,8042,5327,9340,6593,7700,9681,9097,8447,10822,4797,6782,5977,8313,7320,6418,8669,7287,4861,5394,6059,6414,13041,6949,7971,6788,7870,5208,5237,5069,7235,7099,6636,6763,6027,4830,4786,6021,6006,6134,5947,5107,5468,14803,6370,5190,4367,6064,4843,7147,4162,8045,6531,6372,8937,6929,7412,8085,4203,6415,6867,6362,8329,6390,5527,8771,10799,5553,5868,5854,6868,6484,6971,5945,5280,3604,5550,5061,7142,4652,5413,6616,5258,5464,5728,5719,5185,7468,5207,4905,5861,7127,6371,5591,5087,4911,7011,8309,10238,5288,5279,4688,5416,5095,7268,4279,5218,6067,5675,6449,5509,5219,7071,6290,5084,7103,4924,6304,5922,7155,6002,6543,4918,686,2838,789,2031,826,1171,540,850,2264,539
"1679497",3880,4832,7234,14119,8618,6428,8801,9610,6598,11334,10377,4662,6002,6951,10095,7477,6189,11058,9911,6271,7097,6393,12743,7176,6743,6221,12728,8374,5181,7521,10225,8750,5629,4686,5566,9931,6589,7978,10007,9191,8300,10808,3929,6691,4723,8600,7679,6623,8532,7373,4896,5456,6447,6605,13152,6807,7949,6881,7923,5189,3626,5289,7224,6927,6546,6903,6090,4940,4929,6259,6260,6425,6314,5121,5504,14740,6464,5363,4604,6346,5134,7359,4146,5726,6416,6366,9074,7064,5270,8046,4446,4643,5306,4878,8288,6764,5521,5366,10760,5877,5939,4586,4849,4837,7083,4706,5395,3729,4447,5046,7235,4678,4358,7072,4153,4134,4378,4540,4023,7617,4254,4938,4502,7332,6629,3923,4119,5138,4508,8386,10136,4156,5261,3590,3972,4180,7469,3507,3867,4302,5739,4298,3790,4097,7206,6426,3943,7462,3678,6419,6251,6906,5906,7184,2614,653,7823,841,1801,824,1117,589,834,1780,530
"3039159",859,1344,14709,2532,2101,1580,2420,2718,1141,2463,3140,1657,12142,1987,2161,1765,1731,3182,2458,1879,1505,1792,2427,3006,1835,1812,2494,2176,1415,1006,2157,2388,1606,8756,2155,3737,1712,1607,2260,1483,1673,2858,7184,1610,8970,1926,2150,1502,1634,1541,1149,1618,1732,1743,2755,1352,1379,1795,1276,1616,7487,1364,1432,1414,1809,1631,1329,1174,1696,1676,1798,2695,1279,1261,1422,2679,1615,1225,1142,1534,1162,1544,1182,10008,1751,1729,1713,1581,10211,1955,1787,8983,8917,8736,1553,1494,1294,9975,2559,1489,2088,8414,9392,8912,1514,8645,1215,1296,8126,1251,1591,1536,7323,2570,8043,8037,8216,7886,7325,1351,7750,1566,7710,1637,1274,6737,7271,1877,7419,1507,1980,7295,1389,5737,7179,7317,1517,5749,7043,7830,1231,7126,6940,7388,1772,1582,6820,1741,7231,1518,1519,1352,1243,2290,951,1260,1606,1276,1167,1127,1726,978,1390,794,994
"1592790",4464,3207,2333,11407,4732,3879,8924,4698,7487,7513,4927,7043,2892,3547,7931,5776,3695,7807,9230,4177,4542,3784,7116,3374,5064,3385,14707,5422,4194,4960,5957,4555,5320,1403,3392,2349,3571,3638,5328,6590,5921,7241,1878,4391,2287,5891,3405,4128,7601,5738,3106,4113,4265,4449,10237,6153,5543,3242,8029,3342,1221,3637,5294,5553,3332,5129,3532,2335,4948,3034,4624,1651,3961,2604,3019,12764,4496,3628,3375,3536,3671,3766,3011,2875,4121,3772,7721,5263,2739,8161,1165,2164,2510,2432,6861,4675,5078,1563,6809,2847,2667,2415,2446,2345,4651,2650,3486,1377,2107,2597,4988,2449,2044,1714,1990,2051,2234,2109,2046,5691,2217,2824,2461,5130,4101,1304,2181,1303,1285,5568,5918,2142,3877,1574,2055,2136,4835,1600,2028,2351,3973,1281,1334,2215,3939,4675,1976,4879,1996,5535,5679,5606,4226,1928,826,219,828,333,920,479,636,229,451,866,207
"2961893",14605,4140,1232,889,639,1872,5850,3715,684,996,1545,890,1063,820,887,517,1027,851,1023,1098,1720,2125,792,712,497,527,798,643,1533,1612,688,711,364,726,530,822,1407,577,758,543,1081,739,791,2509,902,1391,520,3048,582,447,1638,409,3429,531,868,439,594,470,443,682,695,426,630,1314,472,1301,428,352,1770,410,460,586,435,359,315,724,473,411,379,413,303,901,2664,979,1561,588,780,431,906,498,430,904,905,845,1018,501,1462,894,734,644,493,758,879,880,417,919,804,557,803,1437,470,2139,852,587,815,740,809,872,790,387,831,361,809,527,531,700,817,806,717,535,543,715,474,696,743,780,457,670,691,714,763,760,693,736,729,637,704,526,666,1440,460,377,344,550,171,151,163,164,196,196,206,150,155,214,115
"2927875",1530,4050,1879,3858,7874,7381,6526,4882,8205,4873,10293,14598,1423,2115,7432,3312,1339,10087,10325,5744,2942,5240,6087,11522,12904,12160,8032,11634,6809,1901,6707,8043,10990,1026,10333,1063,10001,7677,5576,3251,2064,10150,936,9577,1143,2884,9577,5419,3347,4277,4102,9027,3067,9062,9055,2987,1912,8584,2352,8360,992,8352,3976,4208,8116,4137,2884,7439,4159,7538,7704,665,4306,7617,7389,4449,5830,7025,7054,7001,6872,6965,5872,1261,2585,6709,3683,6286,1203,5823,517,1233,1189,1202,4213,6195,6025,1200,4350,6039,5504,1112,1104,1078,5200,1079,3881,457,1071,4292,5138,4554,1068,767,997,1066,1088,1001,1071,2267,996,3839,1044,3131,1321,1092,959,551,1046,4116,4109,923,4236,1026,915,929,3990,923,907,925,3110,976,960,909,2789,4158,903,3788,858,3571,4588,4243,3699,557,401,532,277,404,333,424,243,337,334,292,312
"2651199",530,3898,2247,7286,3898,7348,3297,6011,2242,14569,6019,3193,731,2050,4034,5233,2437,6359,3863,4345,2880,4247,4696,10829,4345,6773,6536,12202,4903,2310,5787,6383,5182,1215,6072,1075,3952,3310,4494,4123,2021,9260,488,2512,585,3377,5458,4093,2028,4402,1185,4846,1722,2780,4414,2082,1934,2802,2722,2598,1271,1884,2249,3492,5018,2542,1069,2433,4302,2336,3505,597,2811,2570,3518,6356,3835,3611,2598,2883,3666,2647,3229,684,2828,4800,2658,3069,648,4869,1508,624,683,590,6248,2768,2317,1279,4968,2013,5682,580,595,515,2945,577,2527,1193,508,1989,1995,4744,539,506,518,496,552,523,570,2415,538,1786,505,2330,1882,1300,526,619,1096,3721,3925,499,2649,529,503,483,4567,462,469,499,2970,1102,1245,452,2780,1867,498,3371,530,4092,5012,2890,2407,1371,229,220,129,183,200,241,144,168,278,147,168
"2895565",1560,3736,5547,6649,6723,8571,7042,8949,3492,9328,11900,8506,4653,4152,6652,5749,3353,10898,7622,7539,3871,5953,9252,14049,11039,10696,7705,14524,7056,2981,6740,7831,7553,2470,11313,4358,6190,6106,6869,5026,4280,10094,3120,6704,3684,5444,8542,6263,4428,5625,2538,9804,4398,6823,7933,2820,3164,7191,3649,7645,2937,4313,3385,5444,8548,4164,3239,4923,7862,5472,8052,2574,4303,5236,5668,7461,6919,4561,4218,4912,6130,5057,5796,4034,4808,7908,3860,4786,4063,6690,2219,3813,3982,3898,5017,6171,5662,2889,6576,4374,9520,3914,3452,3520,5561,3216,4193,2586,3459,3795,4180,6997,3622,2812,3260,3416,3449,3442,3423,3422,3254,6027,3240,4270,2702,3016,3255,3309,2650,4886,5547,3281,4662,3558,3248,2890,4586,3521,3230,2849,3897,2387,2948,2819,3762,4151,2865,5297,2873,4687,4859,4022,3390,2494,1042,666,905,741,918,642,721,540,747,851,415
"267128",3178,5077,4116,14489,5674,4688,9113,5979,7797,8643,7997,4247,4161,3879,8234,5499,4738,7721,7053,4750,8339,4321,10531,4735,4433,4265,10016,6777,4364,8509,9136,5632,4152,2194,3010,4093,4583,6093,7540,6308,5327,6741,2763,6885,3455,6057,4052,6210,5518,5140,3107,4178,5450,7030,13183,4721,6257,4033,6299,3660,2136,4489,6368,8983,3820,5333,3471,3499,3755,3125,3467,2522,4159,4052,4350,10139,4293,3224,2582,4524,4749,8446,3823,4095,3833,3379,8305,6063,3986,6401,1885,3326,3627,3523,5990,5290,3877,2481,6123,3767,3931,3383,3707,3366,5267,3925,3574,2838,3185,3404,5690,3101,3015,2772,2930,2912,3285,3193,3004,6425,3184,3590,3294,4262,5100,2051,3096,2115,1972,6570,7034,3085,4873,2366,3051,3052,5729,2310,2926,3226,4770,1983,1964,3221,3743,4252,2872,5176,2774,4911,5492,5338,3814,3210,1768,297,821,430,927,566,612,254,588,652,306
"946334",940,1148,8613,2472,4531,4953,3651,2348,14477,4990,3926,1505,9010,1495,5422,1574,1212,2624,2848,2101,1401,1937,3683,2593,3674,4247,2065,2883,1341,945,1803,3972,3524,4679,4526,2585,1393,12443,2032,3056,1717,11728,5328,1897,6311,5960,5335,2365,2008,1502,945,1462,2068,1541,3796,4945,3217,4945,1892,1698,4385,2277,6142,2223,3433,1258,1654,1216,1844,2103,3606,1824,1265,1429,2302,2084,2251,2093,1303,1234,1239,1483,1090,7467,1400,1571,1809,5407,6833,2835,1223,7086,6676,6653,2574,1431,1266,5229,2221,3592,1678,6561,6682,6248,2303,6002,3855,1179,5972,1119,8039,1952,5721,1906,5943,6044,5820,5783,5750,3317,5341,1780,5533,1424,1155,4860,5927,1476,4646,2208,1737,5331,7288,5202,5512,5560,1375,4597,5415,5404,3206,4271,4384,5090,1602,10965,5375,4012,5045,1380,3700,1429,1043,1537,7505,3135,7772,3519,7101,2374,8654,2406,2753,5611,1943
"2909673",4079,3628,1659,13569,4278,3923,6349,4399,6696,7877,5378,4700,2779,4139,7553,5061,4178,7980,7007,4325,5163,3980,7418,3785,5060,4164,8835,5534,4390,5206,8431,5818,3792,941,4062,3815,3773,5061,5825,6441,5266,6428,1777,5232,2360,5664,4413,4169,5911,4383,3922,3398,4918,4503,8530,5017,5787,4034,6564,3262,850,3139,4448,5481,3797,4886,4169,2834,3370,3454,3414,3112,3895,2842,3593,10211,3817,3104,2557,3979,3654,5334,2430,2699,4143,3670,6738,4906,2583,6290,2098,2296,2259,2242,6303,4643,3671,993,6604,3588,3012,2201,2346,2274,4958,2551,3690,14472,2132,3622,5156,3121,2007,2729,1885,2030,2269,2062,2014,5594,2158,3194,2234,5219,4460,874,2074,2013,845,5706,6673,1936,4337,1467,1959,1957,5216,1570,1818,2166,4446,838,883,2138,4489,3854,1875,5595,1892,4442,4405,4852,3750,3102,499,195,561,245,811,365,561,171,395,849,199
"255045",1009,1961,14424,3222,2597,1895,3134,3636,1441,3160,4041,2205,9960,2637,2622,2247,2119,3948,3066,2545,1874,2301,3013,4051,2496,2405,3053,3025,1844,1299,2905,3082,2062,7972,2726,4647,2073,1959,2882,1897,2095,3679,5683,2075,7526,2438,2899,1946,1912,1904,1445,2058,2337,2093,3155,1568,1578,2353,1497,2087,7232,1759,1612,1675,2259,2069,1616,1565,2241,2158,2362,3537,1737,1688,1759,3526,1836,1444,1428,1945,1625,1970,1563,7968,2110,2179,2039,2014,8041,2467,2200,7192,7156,6869,1884,1875,1667,8776,3236,1778,2709,6826,7351,7004,2033,6537,1659,1594,6213,1642,1926,2099,6230,3346,6527,6528,7076,6241,5885,1479,6502,2004,6027,1941,1495,6333,5727,2409,6560,1956,2344,5768,1626,4962,5892,5961,1829,4753,5458,6022,1545,6470,6216,5524,2277,2012,5369,2283,5570,2018,2012,1633,1560,2764,951,977,2104,1192,1183,838,1609,661,1105,748,744
"2775403",3918,4301,3146,8621,7445,6948,7745,10137,6833,10291,11404,14400,2465,4969,7461,5930,4031,9821,8290,7295,4587,5898,10254,10474,9115,8038,8312,11348,6177,3488,7546,9796,6182,2104,6976,4158,5805,5519,7778,5070,5017,8654,1625,5351,1977,5377,6413,5494,5170,6551,2958,6091,5279,5873,7485,3971,4470,5423,4377,5967,1638,3926,3949,4886,6120,5183,3514,4425,7233,4020,5394,3487,3772,4171,4411,9098,5333,3940,3674,4850,4266,5054,4816,2306,4731,5713,4950,4565,2312,7089,2361,1966,2283,2088,5273,4961,4755,2328,6853,3366,6141,1978,2004,2061,5591,2213,3950,2991,1939,3023,4327,5669,1772,2889,1919,1880,1899,1905,1841,4431,1922,5084,2114,4320,3255,1677,1898,2547,1934,5288,5894,1933,4909,1550,1778,1792,4444,1596,1664,1932,4087,1982,1657,1845,4106,4148,1690,5544,1646,4990,5757,4714,3100,3018,4292,407,2237,656,3002,592,2636,354,775,2824,390
"2341117",175,303,14391,1079,760,420,828,546,353,1002,753,230,1787,464,697,419,340,946,613,294,342,416,1000,523,392,309,867,476,312,428,887,862,343,7295,285,318,345,439,803,465,470,771,1239,433,2396,440,438,363,521,390,360,272,353,308,831,458,433,328,405,269,7257,351,427,340,342,391,329,307,345,308,330,182,337,256,310,899,357,320,253,370,307,494,233,3904,315,396,540,322,1316,394,173,1391,1484,1882,436,344,312,7941,589,306,286,2552,3424,2638,364,1997,259,272,1343,278,392,313,1914,208,1319,1346,2990,1342,1492,437,3457,317,1663,420,384,7747,2763,150,6607,457,521,1028,306,1283,2635,2756,573,1347,2328,1629,392,7188,7229,1657,374,310,2540,365,1163,358,281,380,306,201,166,51,184,55,204,55,196,32,39,367,29
"2508168",2303,5309,4826,13571,8101,5970,7402,6485,7652,11078,7364,5060,5078,5875,11026,5741,4981,12700,7981,6265,6257,4973,14379,6160,7870,5401,10959,10702,5210,7328,11793,11440,4665,2507,4706,3295,4376,6906,11234,8999,7388,8025,2933,6263,3707,5721,4967,5099,9220,6678,4301,4332,5700,5655,10893,6308,8862,4913,6945,3965,2631,4811,5743,5216,5228,5674,5123,4424,5518,3773,4597,2312,5441,3842,3956,10393,5214,4376,3900,5017,4657,6939,4063,5165,5036,5924,9356,5760,4978,7875,1716,3935,4746,3834,8328,6447,5207,2986,10560,3518,3769,3960,4476,3791,7101,4337,4554,2678,3465,3690,8980,4691,3266,2159,3506,3644,3479,3170,3179,6180,3274,4847,3876,8021,5883,2650,3466,1952,2468,8600,9002,3674,6365,2587,3404,3658,8206,2471,3345,3519,6284,2379,2393,3699,4421,4186,3603,7641,3601,4927,5573,6319,4438,2883,400,238,985,307,819,553,443,201,487,635,245
